date,time,value
13.04.20,03:10:00,84.63715484
13.04.20,03:15:00,82.86151446
13.04.20,03:20:00,81.45544779
13.04.20,03:25:00,78.94736795
13.04.20,03:30:00,78.90552284
13.04.20,03:35:00,79.73159384
13.04.20,03:40:00,78.28146644
13.04.20,03:45:00,76.56078257
13.04.20,03:50:00,76.4795327
13.04.20,03:55:00,74.7594749
13.04.20,04:00:00,73.69621098
13.04.20,04:05:00,75.02442263
13.04.20,04:10:00,74.51840991
13.04.20,04:15:00,73.94031705
13.04.20,04:20:00,72.19929513
13.04.20,04:25:00,71.6490722
13.04.20,04:30:00,69.9336888
13.04.20,04:35:00,69.10503028
13.04.20,04:40:00,68.27980652
13.04.20,04:45:00,65.98373096
13.04.20,04:50:00,64.71097094
13.04.20,04:55:00,63.64519674
13.04.20,05:00:00,64.72670497
13.04.20,05:05:00,65.3255589
13.04.20,05:10:00,67.33669008
13.04.20,05:15:00,68.20557791
13.04.20,05:20:00,65.32306696
13.04.20,05:25:00,65.16476455
13.04.20,05:30:00,65.39960838
13.04.20,05:35:00,64.48050951
13.04.20,05:40:00,62.73465093
13.04.20,05:45:00,62.09243406
13.04.20,05:50:00,61.0926206
13.04.20,05:55:00,59.9140989
13.04.20,06:00:00,59.87209214
13.04.20,06:05:00,62.12183318
13.04.20,06:10:00,63.11204241
13.04.20,06:15:00,62.11783148
13.04.20,06:20:00,61.47893678
13.04.20,06:25:00,62.88560391
13.04.20,06:30:00,61.86988151
13.04.20,06:35:00,60.56646841
13.04.20,06:40:00,60.34702604
13.04.20,06:45:00,61.55945285
13.04.20,06:50:00,63.13551705
13.04.20,06:55:00,63.20934527
13.04.20,07:00:00,64.65682244
13.04.20,07:05:00,68.84332129
13.04.20,07:10:00,70.43098244
13.04.20,07:15:00,70.9931698
13.04.20,07:20:00,71.98970989
13.04.20,07:25:00,73.18779164
13.04.20,07:30:00,75.76000559
13.04.20,07:35:00,80.03477159
13.04.20,07:40:00,83.93247504
13.04.20,07:45:00,86.04085453
13.04.20,07:50:00,85.90630174
13.04.20,07:55:00,87.91016567
13.04.20,08:00:00,90.21458689
13.04.20,08:05:00,93.85814211
13.04.20,08:10:00,95.46598633
13.04.20,08:15:00,97.63389523
13.04.20,08:20:00,100.5451613
13.04.20,08:25:00,102.9906565
13.04.20,08:30:00,103.4678996
13.04.20,08:35:00,110.2904744
13.04.20,08:40:00,109.7251415
13.04.20,08:45:00,111.6246778
13.04.20,08:50:00,114.2487336
13.04.20,08:55:00,116.3641137
13.04.20,09:00:00,119.5415829
13.04.20,09:05:00,122.3746699
13.04.20,09:10:00,125.2399676
13.04.20,09:15:00,127.8636344
13.04.20,09:20:00,129.7691569
13.04.20,09:25:00,132.2314351
13.04.20,09:30:00,135.5731052
13.04.20,09:35:00,137.333905
13.04.20,09:40:00,137.7853025
13.04.20,09:45:00,139.1569209
13.04.20,09:50:00,141.3721588
13.04.20,09:55:00,142.8849178
13.04.20,10:00:00,145.7640728
13.04.20,10:05:00,149.7994095
13.04.20,10:10:00,151.2946508
13.04.20,10:15:00,151.90806
13.04.20,10:20:00,152.0376988
13.04.20,10:25:00,153.5702652
13.04.20,10:30:00,155.7209231
13.04.20,10:35:00,156.6401927
13.04.20,10:40:00,156.8445589
13.04.20,10:45:00,157.5314324
13.04.20,10:50:00,159.708491
13.04.20,10:55:00,162.0456663
13.04.20,11:00:00,163.1051001
13.04.20,11:05:00,166.2861443
13.04.20,11:10:00,165.6228004
13.04.20,11:15:00,165.1279856
13.04.20,11:20:00,165.57414
13.04.20,11:25:00,164.1513457
13.04.20,11:30:00,168.2458017
13.04.20,11:35:00,172.0386487
13.04.20,11:40:00,170.6270067
13.04.20,11:45:00,167.0006035
13.04.20,11:50:00,167.6789004
13.04.20,11:55:00,166.5608229
13.04.20,12:00:00,169.5910117
13.04.20,12:05:00,168.9870973
13.04.20,12:10:00,168.4443786
13.04.20,12:15:00,165.2077534
13.04.20,12:20:00,164.729751
13.04.20,12:25:00,164.6721482
13.04.20,12:30:00,163.3931934
13.04.20,12:35:00,162.3285527
13.04.20,12:40:00,162.5387665
13.04.20,12:45:00,161.5286575
13.04.20,12:50:00,164.1856502
13.04.20,12:55:00,158.6136112
13.04.20,13:00:00,161.9194396
13.04.20,13:05:00,182.7478512
13.04.20,13:10:00,172.836039
13.04.20,13:15:00,170.1174396
13.04.20,13:20:00,168.4313971
13.04.20,13:25:00,168.7982818
13.04.20,13:30:00,170.0882204
13.04.20,13:35:00,169.8377145
13.04.20,13:40:00,170.5117501
13.04.20,13:45:00,169.9921556
13.04.20,13:50:00,171.0886
13.04.20,13:55:00,168.5755674
13.04.20,14:00:00,173.4858825
13.04.20,14:05:00,175.3894712
13.04.20,14:10:00,171.7839425
13.04.20,14:15:00,170.7167123
13.04.20,14:20:00,172.3336737
13.04.20,14:25:00,170.4191989
13.04.20,14:30:00,171.0676233
13.04.20,14:35:00,172.9516483
13.04.20,14:40:00,175.8531877
13.04.20,14:45:00,174.9007263
13.04.20,14:50:00,172.764185
13.04.20,14:55:00,169.0186505
13.04.20,15:00:00,173.2115946
13.04.20,15:05:00,172.6783879
13.04.20,15:10:00,172.2432109
13.04.20,15:15:00,172.5103938
13.04.20,15:20:00,171.6214381
13.04.20,15:25:00,170.6937365
13.04.20,15:30:00,169.319214
13.04.20,15:35:00,171.4482264
13.04.20,15:40:00,170.2408988
13.04.20,15:45:00,173.1188745
13.04.20,15:50:00,173.4245547
13.04.20,15:55:00,171.7886014
13.04.20,16:00:00,173.2174746
13.04.20,16:05:00,174.2348884
13.04.20,16:10:00,174.9228554
13.04.20,16:15:00,172.6397201
13.04.20,16:20:00,173.9028198
13.04.20,16:25:00,176.4420375
13.04.20,16:30:00,178.1971555
13.04.20,16:35:00,177.7827654
13.04.20,16:40:00,176.7493162
13.04.20,16:45:00,175.0959594
13.04.20,16:50:00,180.0669912
13.04.20,16:55:00,178.8080186
13.04.20,17:00:00,179.0737746
13.04.20,17:05:00,183.1431516
13.04.20,17:10:00,184.8142542
13.04.20,17:15:00,188.2936581
13.04.20,17:20:00,191.9467846
13.04.20,17:25:00,193.0550221
13.04.20,17:30:00,189.7098955
13.04.20,17:35:00,189.2032045
13.04.20,17:40:00,187.2885307
13.04.20,17:45:00,187.938204
13.04.20,17:50:00,190.2243975
13.04.20,17:55:00,187.6264362
13.04.20,18:00:00,186.0788411
13.04.20,18:05:00,193.8284185
13.04.20,18:10:00,191.2413837
13.04.20,18:15:00,188.7195036
13.04.20,18:20:00,191.6837379
13.04.20,18:25:00,191.0671484
13.04.20,18:30:00,190.2156863
13.04.20,18:35:00,192.4342164
13.04.20,18:40:00,192.5083678
13.04.20,18:45:00,196.6624593
13.04.20,18:50:00,196.0681964
13.04.20,18:55:00,195.0127166
13.04.20,19:00:00,201.4099793
13.04.20,19:05:00,202.3877608
13.04.20,19:10:00,205.8779749
13.04.20,19:15:00,203.6790867
13.04.20,19:20:00,207.7259988
13.04.20,19:25:00,211.589306
13.04.20,19:30:00,216.050862
13.04.20,19:35:00,220.8743656
13.04.20,19:40:00,223.4301477
13.04.20,19:45:00,226.2533815
13.04.20,19:50:00,228.696515
13.04.20,19:55:00,232.2382914
13.04.20,20:00:00,236.3603578
13.04.20,20:05:00,243.6252362
13.04.20,20:10:00,251.5511084
13.04.20,20:15:00,250.8566116
13.04.20,20:20:00,248.764115
13.04.20,20:25:00,253.4077275
13.04.20,20:30:00,252.9304291
13.04.20,20:35:00,256.1151869
13.04.20,20:40:00,259.0284706
13.04.20,20:45:00,263.316408
13.04.20,20:50:00,266.0483847
13.04.20,20:55:00,268.9637914
13.04.20,21:00:00,269.1340417
13.04.20,21:05:00,269.4813503
13.04.20,21:10:00,270.432764
13.04.20,21:15:00,274.1948829
13.04.20,21:20:00,275.2449604
13.04.20,21:25:00,270.1049442
13.04.20,21:30:00,269.8073103
13.04.20,21:35:00,272.2220383
13.04.20,21:40:00,279.3582086
13.04.20,21:45:00,291.4639587
13.04.20,21:50:00,291.1438471
13.04.20,21:55:00,282.9445059
13.04.20,22:00:00,274.4373716
13.04.20,22:05:00,280.029431
13.04.20,22:10:00,266.9781196
13.04.20,22:15:00,260.619762
13.04.20,22:20:00,255.1967359
13.04.20,22:25:00,250.4001613
13.04.20,22:30:00,248.0741263
13.04.20,22:35:00,243.3452475
13.04.20,22:40:00,237.5538368
13.04.20,22:45:00,232.3160981
13.04.20,22:50:00,227.4481625
13.04.20,22:55:00,221.5521863
13.04.20,23:00:00,220.6308086
13.04.20,23:05:00,219.4437482
13.04.20,23:10:00,214.4579753
13.04.20,23:15:00,206.4226288
13.04.20,23:20:00,196.7527629
13.04.20,23:25:00,192.9875997
13.04.20,23:30:00,185.7752676
13.04.20,23:35:00,183.5389171
13.04.20,23:40:00,182.4842716
13.04.20,23:45:00,178.9497282
13.04.20,23:50:00,173.311458
13.04.20,23:55:00,166.365959
14.04.20,00:00:00,163.8851993
14.04.20,00:05:00,165.8210377
14.04.20,00:10:00,165.3677218
14.04.20,00:15:00,158.1688897
14.04.20,00:20:00,151.4845235
14.04.20,00:25:00,145.6566373
14.04.20,00:30:00,141.8802769
14.04.20,00:35:00,140.0314045
14.04.20,00:40:00,137.3233593
14.04.20,00:45:00,133.033363
14.04.20,00:50:00,126.2993693
14.04.20,00:55:00,123.2509785
14.04.20,01:00:00,122.6944106
14.04.20,01:05:00,121.3696933
14.04.20,01:10:00,117.3108504
14.04.20,01:15:00,114.0572405
14.04.20,01:20:00,110.6528591
14.04.20,01:25:00,108.1755972
14.04.20,01:30:00,104.6536986
14.04.20,01:35:00,103.8423987
14.04.20,01:40:00,101.4116227
14.04.20,01:45:00,97.21464618
14.04.20,01:50:00,95.29125607
14.04.20,01:55:00,93.37898582
14.04.20,02:00:00,93.42104939
14.04.20,02:05:00,96.26952756
14.04.20,02:10:00,95.29773218
14.04.20,02:15:00,94.37415843
14.04.20,02:20:00,93.14833634
14.04.20,02:25:00,90.40263841
14.04.20,02:30:00,85.66285346
14.04.20,02:35:00,85.9259517
14.04.20,02:40:00,84.34867558
14.04.20,02:45:00,81.09643457
14.04.20,02:50:00,79.81095085
14.04.20,02:55:00,77.95835314
14.04.20,03:00:00,79.24040454
14.04.20,03:05:00,81.32134037
14.04.20,03:10:00,81.71527641
14.04.20,03:15:00,82.58569487
14.04.20,03:20:00,81.24737207
14.04.20,03:25:00,77.29731096
14.04.20,03:30:00,76.50107926
14.04.20,03:35:00,76.42741401
14.04.20,03:40:00,74.25257454
14.04.20,03:45:00,74.87794781
14.04.20,03:50:00,74.79748856
14.04.20,03:55:00,71.02116548
14.04.20,04:00:00,69.97765419
14.04.20,04:05:00,71.95362165
14.04.20,04:10:00,71.84377076
14.04.20,04:15:00,68.76229076
14.04.20,04:20:00,66.12769292
14.04.20,04:25:00,65.04362679
14.04.20,04:30:00,64.46653663
14.04.20,04:35:00,63.67087631
14.04.20,04:40:00,62.24826558
14.04.20,04:45:00,62.85006016
14.04.20,04:50:00,60.68419681
14.04.20,04:55:00,59.65461161
14.04.20,05:00:00,60.60406379
14.04.20,05:05:00,62.29017184
14.04.20,05:10:00,62.80901872
14.04.20,05:15:00,63.46986019
14.04.20,05:20:00,62.9192407
14.04.20,05:25:00,61.20098803
14.04.20,05:30:00,61.61718439
14.04.20,05:35:00,62.76968701
14.04.20,05:40:00,63.21725179
14.04.20,05:45:00,63.02052447
14.04.20,05:50:00,60.76783037
14.04.20,05:55:00,60.89190398
14.04.20,06:00:00,64.51236442
14.04.20,06:05:00,69.31086783
14.04.20,06:10:00,69.80966146
14.04.20,06:15:00,67.23978383
14.04.20,06:20:00,67.05381159
14.04.20,06:25:00,68.35099524
14.04.20,06:30:00,68.49781642
14.04.20,06:35:00,69.92623652
14.04.20,06:40:00,72.85142843
14.04.20,06:45:00,74.71688601
14.04.20,06:50:00,75.45695294
14.04.20,06:55:00,78.49428122
14.04.20,07:00:00,83.18388525
14.04.20,07:05:00,88.97927261
14.04.20,07:10:00,91.61901004
14.04.20,07:15:00,91.83579357
14.04.20,07:20:00,95.22127092
14.04.20,07:25:00,97.83445414
14.04.20,07:30:00,102.0212497
14.04.20,07:35:00,108.4347481
14.04.20,07:40:00,111.1295683
14.04.20,07:45:00,114.3550168
14.04.20,07:50:00,117.297247
14.04.20,07:55:00,120.5532538
14.04.20,08:00:00,129.3056543
14.04.20,08:05:00,136.0151574
14.04.20,08:10:00,140.646689
14.04.20,08:15:00,139.585778
14.04.20,08:20:00,141.3086725
14.04.20,08:25:00,153.4034594
14.04.20,08:30:00,150.1857859
14.04.20,08:35:00,152.622606
14.04.20,08:40:00,155.0045136
14.04.20,08:45:00,157.1708773
14.04.20,08:50:00,158.2253376
14.04.20,08:55:00,159.7704794
14.04.20,09:00:00,163.9324358
14.04.20,09:05:00,167.6932831
14.04.20,09:10:00,175.9238585
14.04.20,09:15:00,175.4395811
14.04.20,09:20:00,174.570037
14.04.20,09:25:00,174.6254793
14.04.20,09:30:00,175.9656539
14.04.20,09:35:00,178.8183303
14.04.20,09:40:00,179.9420651
14.04.20,09:45:00,179.9536938
14.04.20,09:50:00,179.2670197
14.04.20,09:55:00,180.2261863
14.04.20,10:00:00,180.051155
14.04.20,10:05:00,191.7951502
14.04.20,10:10:00,191.5784317
14.04.20,10:15:00,189.7497247
14.04.20,10:20:00,192.5913485
14.04.20,10:25:00,193.7444266
14.04.20,10:30:00,189.2475583
14.04.20,10:35:00,190.9357492
14.04.20,10:40:00,189.1007195
14.04.20,10:45:00,190.5041788
14.04.20,10:50:00,189.5755076
14.04.20,10:55:00,188.7129804
14.04.20,11:00:00,190.4100471
14.04.20,11:05:00,194.0111272
14.04.20,11:10:00,196.5416118
14.04.20,11:15:00,197.7245752
14.04.20,11:20:00,197.4383947
14.04.20,11:25:00,194.346112
14.04.20,11:30:00,199.9883471
14.04.20,11:35:00,196.9995491
14.04.20,11:40:00,195.6621996
14.04.20,11:45:00,194.6822955
14.04.20,11:50:00,192.5175893
14.04.20,11:55:00,194.7779143
14.04.20,12:00:00,190.4653537
14.04.20,12:05:00,190.7301585
14.04.20,12:10:00,188.409997
14.04.20,12:15:00,184.690702
14.04.20,12:20:00,185.0378269
14.04.20,12:25:00,185.7587742
14.04.20,12:30:00,186.9312997
14.04.20,12:35:00,188.6120514
14.04.20,12:40:00,184.4440532
14.04.20,12:45:00,192.7053066
14.04.20,12:50:00,189.9265922
14.04.20,12:55:00,195.2097718
14.04.20,13:00:00,194.5003678
14.04.20,13:05:00,197.896911
14.04.20,13:10:00,198.6301312
14.04.20,13:15:00,199.5234631
14.04.20,13:20:00,199.2789091
14.04.20,13:25:00,199.9311398
14.04.20,13:30:00,196.5028899
14.04.20,13:35:00,200.3796886
14.04.20,13:40:00,199.8923263
14.04.20,13:45:00,197.588865
14.04.20,13:50:00,199.7844456
14.04.20,13:55:00,200.0527105
14.04.20,14:00:00,202.5141162
14.04.20,14:05:00,208.0523135
14.04.20,14:10:00,210.2710652
14.04.20,14:15:00,206.1990916
14.04.20,14:20:00,206.3246029
14.04.20,14:25:00,207.7635561
14.04.20,14:30:00,208.6100761
14.04.20,14:35:00,207.0617923
14.04.20,14:40:00,204.9400509
14.04.20,14:45:00,202.6210315
14.04.20,14:50:00,203.7522399
14.04.20,14:55:00,202.0107166
14.04.20,15:00:00,203.319644
14.04.20,15:05:00,203.9586527
14.04.20,15:10:00,204.119176
14.04.20,15:15:00,200.5422283
14.04.20,15:20:00,202.8415727
14.04.20,15:25:00,198.3339413
14.04.20,15:30:00,195.7183606
14.04.20,15:35:00,196.5552097
14.04.20,15:40:00,197.6795851
14.04.20,15:45:00,199.1875141
14.04.20,15:50:00,195.4959131
14.04.20,15:55:00,195.1809132
14.04.20,16:00:00,194.5254066
14.04.20,16:05:00,197.4259148
14.04.20,16:10:00,202.0470014
14.04.20,16:15:00,204.1956574
14.04.20,16:20:00,202.5546479
14.04.20,16:25:00,200.5794347
14.04.20,16:30:00,199.5131758
14.04.20,16:35:00,203.5216981
14.04.20,16:40:00,201.8395385
14.04.20,16:45:00,197.7014578
14.04.20,16:50:00,198.0531817
14.04.20,16:55:00,195.0179545
14.04.20,17:00:00,198.3403134
14.04.20,17:05:00,199.3451692
14.04.20,17:10:00,199.2260459
14.04.20,17:15:00,199.2957328
14.04.20,17:20:00,201.6632566
14.04.20,17:25:00,199.143575
14.04.20,17:30:00,198.3819471
14.04.20,17:35:00,199.5127738
14.04.20,17:40:00,199.0504447
14.04.20,17:45:00,199.9161177
14.04.20,17:50:00,198.4931262
14.04.20,17:55:00,198.2968716
14.04.20,18:00:00,198.6380649
14.04.20,18:05:00,198.4256456
14.04.20,18:10:00,205.3358616
14.04.20,18:15:00,214.0219762
14.04.20,18:20:00,217.9826154
14.04.20,18:25:00,210.3257505
14.04.20,18:30:00,203.7997537
14.04.20,18:35:00,198.031864
14.04.20,18:40:00,207.6966898
14.04.20,18:45:00,203.9911023
14.04.20,18:50:00,202.5925718
14.04.20,18:55:00,202.7293359
14.04.20,19:00:00,204.5584393
14.04.20,19:05:00,207.1702518
14.04.20,19:10:00,214.6028711
14.04.20,19:15:00,215.5322398
14.04.20,19:20:00,217.3167539
14.04.20,19:25:00,219.6911195
14.04.20,19:30:00,223.3674078
14.04.20,19:35:00,228.029628
14.04.20,19:40:00,228.9132617
14.04.20,19:45:00,230.1788566
14.04.20,19:50:00,234.247114
14.04.20,19:55:00,236.2171281
14.04.20,20:00:00,239.2391571
14.04.20,20:05:00,249.2316749
14.04.20,20:10:00,250.0594821
14.04.20,20:15:00,255.8343769
14.04.20,20:20:00,267.7485553
14.04.20,20:25:00,268.3212547
14.04.20,20:30:00,265.0120515
14.04.20,20:35:00,266.4118101
14.04.20,20:40:00,261.348234
14.04.20,20:45:00,265.396848
14.04.20,20:50:00,269.8446922
14.04.20,20:55:00,270.7404625
14.04.20,21:00:00,274.0908812
14.04.20,21:05:00,276.390722
14.04.20,21:10:00,273.2116674
14.04.20,21:15:00,276.948938
14.04.20,21:20:00,279.3291665
14.04.20,21:25:00,278.8887161
14.04.20,21:30:00,281.3221839
14.04.20,21:35:00,276.9087674
14.04.20,21:40:00,271.9505033
14.04.20,21:45:00,280.0428793
14.04.20,21:50:00,272.5242887
14.04.20,21:55:00,270.7290615
14.04.20,22:00:00,271.2656687
14.04.20,22:05:00,278.2287311
14.04.20,22:10:00,280.016004
14.04.20,22:15:00,269.3201691
14.04.20,22:20:00,263.8203137
14.04.20,22:25:00,256.0718641
14.04.20,22:30:00,253.1803942
14.04.20,22:35:00,247.8616046
14.04.20,22:40:00,243.4052741
14.04.20,22:45:00,239.4008826
14.04.20,22:50:00,232.5330661
14.04.20,22:55:00,228.9125217
14.04.20,23:00:00,224.3980409
14.04.20,23:05:00,223.7079958
14.04.20,23:10:00,222.5652845
14.04.20,23:15:00,214.5662776
14.04.20,23:20:00,203.5997387
14.04.20,23:25:00,195.4961425
14.04.20,23:30:00,191.7182169
14.04.20,23:35:00,186.6674675
14.04.20,23:40:00,184.2294622
14.04.20,23:45:00,181.2252709
14.04.20,23:50:00,175.5898596
14.04.20,23:55:00,169.8740857
15.04.20,00:00:00,163.4029906
15.04.20,00:05:00,171.0389436
15.04.20,00:10:00,163.4295006
15.04.20,00:15:00,157.9345653
15.04.20,00:20:00,152.899374
15.04.20,00:25:00,148.3758576
15.04.20,00:30:00,143.3496249
15.04.20,00:35:00,139.4226552
15.04.20,00:40:00,134.6154954
15.04.20,00:45:00,128.6705485
15.04.20,00:50:00,123.4096737
15.04.20,00:55:00,119.7824574
15.04.20,01:00:00,118.4595092
15.04.20,01:05:00,120.1486273
15.04.20,01:10:00,118.7112263
15.04.20,01:15:00,114.7901464
15.04.20,01:20:00,111.8817865
15.04.20,01:25:00,109.9194717
15.04.20,01:30:00,107.0550057
15.04.20,01:35:00,105.0117749
15.04.20,01:40:00,103.6851008
15.04.20,01:45:00,101.1163559
15.04.20,01:50:00,98.68542959
15.04.20,01:55:00,96.2713863
15.04.20,02:00:00,95.39735956
15.04.20,02:05:00,99.50888399
15.04.20,02:10:00,96.99437593
15.04.20,02:15:00,94.42398388
15.04.20,02:20:00,91.7242723
15.04.20,02:25:00,89.91514379
15.04.20,02:30:00,87.68723705
15.04.20,02:35:00,85.49514878
15.04.20,02:40:00,85.86917525
15.04.20,02:45:00,84.53179266
15.04.20,02:50:00,82.70013151
15.04.20,02:55:00,81.2338267
15.04.20,03:00:00,81.2382922
15.04.20,03:05:00,84.32759667
15.04.20,03:10:00,82.32209571
15.04.20,03:15:00,81.3229517
15.04.20,03:20:00,79.36184669
15.04.20,03:25:00,77.81015532
15.04.20,03:30:00,76.95403194
15.04.20,03:35:00,78.21554334
15.04.20,03:40:00,77.59598081
15.04.20,03:45:00,75.32986414
15.04.20,03:50:00,74.51097123
15.04.20,03:55:00,71.96663751
15.04.20,04:00:00,72.11766012
15.04.20,04:05:00,76.23426445
15.04.20,04:10:00,74.439305
15.04.20,04:15:00,73.63861452
15.04.20,04:20:00,70.996772
15.04.20,04:25:00,69.77560592
15.04.20,04:30:00,69.19556538
15.04.20,04:35:00,68.70104145
15.04.20,04:40:00,67.76703838
15.04.20,04:45:00,66.43707588
15.04.20,04:50:00,64.92017455
15.04.20,04:55:00,64.65410824
15.04.20,05:00:00,65.76498716
15.04.20,05:05:00,69.20704974
15.04.20,05:10:00,68.17422746
15.04.20,05:15:00,67.9205901
15.04.20,05:20:00,69.43893807
15.04.20,05:25:00,68.38270718
15.04.20,05:30:00,68.05560594
15.04.20,05:35:00,68.51805379
15.04.20,05:40:00,69.44071069
15.04.20,05:45:00,68.07274162
15.04.20,05:50:00,66.36355466
15.04.20,05:55:00,66.54532165
15.04.20,06:00:00,68.79246519
15.04.20,06:05:00,72.51220231
15.04.20,06:10:00,74.45864598
15.04.20,06:15:00,74.69986839
15.04.20,06:20:00,74.13098285
15.04.20,06:25:00,74.44242945
15.04.20,06:30:00,74.98866811
15.04.20,06:35:00,75.63643314
15.04.20,06:40:00,76.5748993
15.04.20,06:45:00,76.69530102
15.04.20,06:50:00,80.24146263
15.04.20,06:55:00,82.50878171
15.04.20,07:00:00,84.91490686
15.04.20,07:05:00,90.54844126
15.04.20,07:10:00,92.37783886
15.04.20,07:15:00,95.31435709
15.04.20,07:20:00,95.82767712
15.04.20,07:25:00,96.02587945
15.04.20,07:30:00,103.1603246
15.04.20,07:35:00,106.1816227
15.04.20,07:40:00,108.3824503
15.04.20,07:45:00,110.3548394
15.04.20,07:50:00,113.4945333
15.04.20,07:55:00,119.1235741
15.04.20,08:00:00,125.1166187
15.04.20,08:05:00,131.893187
15.04.20,08:10:00,137.9500053
15.04.20,08:15:00,140.259365
15.04.20,08:20:00,142.4028094
15.04.20,08:25:00,143.3404377
15.04.20,08:30:00,146.2366405
15.04.20,08:35:00,151.6975909
15.04.20,08:40:00,152.8690832
15.04.20,08:45:00,152.5857439
15.04.20,08:50:00,157.563468
15.04.20,08:55:00,157.0335927
15.04.20,09:00:00,161.8652995
15.04.20,09:05:00,167.5183235
15.04.20,09:10:00,167.3185637
15.04.20,09:15:00,170.6983101
15.04.20,09:20:00,171.5101617
15.04.20,09:25:00,167.9437549
15.04.20,09:30:00,173.3962902
15.04.20,09:35:00,174.193085
15.04.20,09:40:00,174.9731391
15.04.20,09:45:00,175.4070935
15.04.20,09:50:00,174.2238516
15.04.20,09:55:00,176.3094397
15.04.20,10:00:00,179.6979676
15.04.20,10:05:00,185.3987763
15.04.20,10:10:00,187.2593526
15.04.20,10:15:00,187.1058686
15.04.20,10:20:00,187.5429198
15.04.20,10:25:00,187.8685212
15.04.20,10:30:00,188.6895333
15.04.20,10:35:00,190.6743259
15.04.20,10:40:00,193.7912994
15.04.20,10:45:00,193.212435
15.04.20,10:50:00,193.1896979
15.04.20,10:55:00,193.0303975
15.04.20,11:00:00,193.7909904
15.04.20,11:05:00,194.7857771
15.04.20,11:10:00,194.8669779
15.04.20,11:15:00,193.3907762
15.04.20,11:20:00,196.4949017
15.04.20,11:25:00,197.2860368
15.04.20,11:30:00,194.8252845
15.04.20,11:35:00,194.2329735
15.04.20,11:40:00,194.6927653
15.04.20,11:45:00,195.9627799
15.04.20,11:50:00,190.4701427
15.04.20,11:55:00,189.9021304
15.04.20,12:00:00,190.6549249
15.04.20,12:05:00,189.5003701
15.04.20,12:10:00,190.1147798
15.04.20,12:15:00,187.3859652
15.04.20,12:20:00,184.2768979
15.04.20,12:25:00,178.3845272
15.04.20,12:30:00,181.7875287
15.04.20,12:35:00,185.3778531
15.04.20,12:40:00,185.3704306
15.04.20,12:45:00,188.0442353
15.04.20,12:50:00,186.533153
15.04.20,12:55:00,185.3860527
15.04.20,13:00:00,187.5400509
15.04.20,13:05:00,193.9420274
15.04.20,13:10:00,196.4020222
15.04.20,13:15:00,198.1621948
15.04.20,13:20:00,197.5261952
15.04.20,13:25:00,198.6396502
15.04.20,13:30:00,199.4748506
15.04.20,13:35:00,199.3485861
15.04.20,13:40:00,195.1593518
15.04.20,13:45:00,192.3355343
15.04.20,13:50:00,193.0028199
15.04.20,13:55:00,196.7707344
15.04.20,14:00:00,198.7784661
15.04.20,14:05:00,201.5693674
15.04.20,14:10:00,203.4459892
15.04.20,14:15:00,199.3139833
15.04.20,14:20:00,194.5730021
15.04.20,14:25:00,199.7198982
15.04.20,14:30:00,195.7451
15.04.20,14:35:00,194.8510595
15.04.20,14:40:00,193.0214197
15.04.20,14:45:00,192.8884844
15.04.20,14:50:00,189.6916597
15.04.20,14:55:00,191.4091835
15.04.20,15:00:00,198.1979066
15.04.20,15:05:00,200.6107261
15.04.20,15:10:00,194.2256872
15.04.20,15:15:00,192.23992
15.04.20,15:20:00,192.3307547
15.04.20,15:25:00,192.4558504
15.04.20,15:30:00,187.7513324
15.04.20,15:35:00,191.9396709
15.04.20,15:40:00,191.5766283
15.04.20,15:45:00,187.8377223
15.04.20,15:50:00,192.0726269
15.04.20,15:55:00,186.1583979
15.04.20,16:00:00,185.759344
15.04.20,16:05:00,193.0753644
15.04.20,16:10:00,189.4584969
15.04.20,16:15:00,190.7082009
15.04.20,16:20:00,190.6308116
15.04.20,16:25:00,191.9435267
15.04.20,16:30:00,192.6124191
15.04.20,16:35:00,190.6964909
15.04.20,16:40:00,189.3174819
15.04.20,16:45:00,187.0317923
15.04.20,16:50:00,188.0832378
15.04.20,16:55:00,187.1236912
15.04.20,17:00:00,190.4372975
15.04.20,17:05:00,196.8368594
15.04.20,17:10:00,197.6905328
15.04.20,17:15:00,197.2222175
15.04.20,17:20:00,194.2373642
15.04.20,17:25:00,193.5389596
15.04.20,17:30:00,188.6279098
15.04.20,17:35:00,190.0984176
15.04.20,17:40:00,191.1151135
15.04.20,17:45:00,190.9180423
15.04.20,17:50:00,190.3913517
15.04.20,17:55:00,189.1181654
15.04.20,18:00:00,190.420744
15.04.20,18:05:00,192.959016
15.04.20,18:10:00,192.7182266
15.04.20,18:15:00,192.3272297
15.04.20,18:20:00,187.7654231
15.04.20,18:25:00,189.1709092
15.04.20,18:30:00,187.5532171
15.04.20,18:35:00,186.9267921
15.04.20,18:40:00,182.3176604
15.04.20,18:45:00,196.8048447
15.04.20,18:50:00,194.558816
15.04.20,18:55:00,191.3471816
15.04.20,19:00:00,196.48958
15.04.20,19:05:00,199.7178882
15.04.20,19:10:00,203.7853409
15.04.20,19:15:00,204.7170998
15.04.20,19:20:00,207.6214819
15.04.20,19:25:00,206.7239721
15.04.20,19:30:00,211.7388475
15.04.20,19:35:00,213.2901739
15.04.20,19:40:00,215.603924
15.04.20,19:45:00,217.4430913
15.04.20,19:50:00,224.0272855
15.04.20,19:55:00,224.3306865
15.04.20,20:00:00,224.1501159
15.04.20,20:05:00,232.1217745
